"Job URL","Spend","Hire Rate","Interviewing","Invites Sent","Matched Keywords"
"https://www.upwork.com/jobs/Operations-Manager_~021927209396979821097/","$Infinity","44%","0","0","crm"
"https://www.upwork.com/jobs/Social-Media-Graphic-Designer-Adobe-Illustrator-Photoshop-Motion-Graphics-Bonus-SEA-Based_~021927209323083844430/","$Infinity","77%","0","0","marketing; digital marketing; social media; graphic design; branding; canva; photoshop; illustrator; reels; after effects; premiere pro; motion graphics; wordpress; elementor"
"https://www.upwork.com/jobs/Urgent-Accountant-Needed-for-and-Tax-Returns_~021927194326439852284/","$8.505502024202421e+99","100%","0","0","shopify"
"https://www.upwork.com/jobs/Hand-Painting-Studio-Needed-Embellish-Animation-Frames-for-Short-Film_~021927174709644610382/","$Infinity","100%","0","0","graphic design; photoshop; motion graphics"
"https://www.upwork.com/jobs/Voice-Over_~021927162046600059664/","$4.500030530405402e+62","47%","0","0","video editing"
"https://www.upwork.com/jobs/Social-Media-Manager-and-Photo-Editor-Needed_~021927147865083988814/","$2.105103053020232e+28","100%","0","0","marketing; social media; graphic design; photoshop"
"https://www.upwork.com/jobs/Develop-Common-Core-Standards-for-High-School-Farming-Fundamentals-Workbook_~021927196449150061390/","$Infinity","100%","0","0","canva; motion graphics; shopify; content writing"
"https://www.upwork.com/jobs/Need-Blog-GURU-suggest-clear-improvements-our-articles-content-and-structure_~021927176361135034928/","$Infinity","34%","0","0","social media; wordpress; elementor; seo"
"https://www.upwork.com/jobs/Full-Time-Remote-Position-Fluent-Arabic-English_~021927193662852942670/","$Infinity","30%","0","0","marketing; digital marketing; social media; shopify"
"https://www.upwork.com/jobs/Connecting-Personal-Tiktok-account-with-TikTok-account_~021927204294136199420/","$Infinity","73%","0","0","social media; google ads; video editing"
"https://www.upwork.com/jobs/Marketing-Assistant-Needed-for-Self-Published-Philosophy-Book_~021927178731331656464/","$2.5055020232023282e+41","100%","0","0","marketing; social media"
"https://www.upwork.com/jobs/Lead-Generation-Appointment-Setter-for-MSSP-Cybersecurity-Services-for-SMBs_~021927176931231793913/","$Infinity","59%","0","0","marketing; crm"
"https://www.upwork.com/jobs/Bubble-Developer-Wanted-Long-Term-Opportunity-MVP-Growth-Phase_~021927168262999362382/","$Infinity","60%","0","0","wordpress; landing page"
"https://www.upwork.com/jobs/Admin-Assistant_~021927142910759522864/","$Infinity","38%","0","0","crm"
"https://www.upwork.com/jobs/Creative-Direction-for-Product-Page-Content_~021927148508927158825/","$Infinity","100%","0","0","marketing; graphic design; shopify; content writing; copywriting"
"https://www.upwork.com/jobs/Compliance-South-Africa_~021927199334919293775/","$Infinity","100%","0","0","graphic design"
"https://www.upwork.com/jobs/Japanese-cold-call_~021927200581818765872/","$Infinity","40%","0","0","marketing"
"https://www.upwork.com/jobs/Crash-logging-system-for-QML-Android-app_~021927151688493701904/","$5.4854850550202525e+93","67%","0","0","photoshop; reporting"
"https://www.upwork.com/jobs/Market-research-interior-design-singapore-only_~021927205475179024944/","$Infinity","77%","0","0","marketing; social media; graphic design"
"https://www.upwork.com/jobs/Looking-for-Local-Travel-Planner-Italy-English-Speaker_~021927175040066197545/","$Infinity","45%","0","0","video editing; shopify; landing page; web development"
"https://www.upwork.com/jobs/Design-Shed-for-Back-Yard-Apply-for-Permit-with-City_~021927184873206567472/","$Infinity","52%","0","0","video editing"
"https://www.upwork.com/jobs/Marketing-Virtual-Assistant-MailerLite-Social-Media-WordPress_~021927180146699915824/","$1.445442025202515e+24","50%","0","0","marketing; social media; branding; canva; reels; wordpress; landing page"
"https://www.upwork.com/jobs/Looking-For-Any-APK-Websites-That-Accept-Casino-Topic_~021927212173906135886/","$Infinity","85%","0","0","seo; off-page"
"https://www.upwork.com/jobs/Digital-Viral-Marketing_~021927208901182999374/","$5.2025202519650086e+64","56%","0","0","marketing; digital marketing; social media; branding; landing page; crm"
"https://www.upwork.com/jobs/Academic-Researchers-Scholars-for-Multicultural-Wellness-Community-Social-Sciences-Preferred_~021927199806723595024/","$Infinity","90%","0","0","marketing; social media; branding; content writing"
"https://www.upwork.com/jobs/Course-marketplace-Recruiter_~021927170322885700137/","$Infinity","38%","0","0","marketing; social media; cms"
"https://www.upwork.com/jobs/Amazon-Creative-Strategist-Listing-Bildkonzepte-Briefings-gesucht-kein-Design_~021927144210146138896/","$5.505502024202422e+36","100%","0","0","marketing; graphic design; branding"
"https://www.upwork.com/jobs/Lead-Generation-Specialist-for-Mobile-App-Launch_~021927168785593592361/","$1.936536202420255e+101","100%","0","0","marketing; digital marketing; social media; logo design"
"https://www.upwork.com/jobs/Zoho-BOQ-Estimating-Specialist_~021927173573356952336/","$Infinity","64%","0","0","video editing; crm"
"https://www.upwork.com/jobs/Job-Title-Video-Editor-for-Direct-Response-commerce-Ads-UGC-VSLs_~021927139311878544144/","$Infinity","67%","0","0","marketing; graphic design; video editing; reels; motion graphics; shopify; copywriting"
"https://www.upwork.com/jobs/Creative-Book-Design-Layout-For-Self-Respect-Book_~021927191839337335631/","$Infinity","100%","0","0","graphic design; seo"
"https://www.upwork.com/jobs/Embarcadero-Builder-Consultant_~021927152776710441806/","$Infinity","100%","0","0","wordpress"
"https://www.upwork.com/jobs/Help-find-English-teaching-job-Vietnam-Hcmc_~021927202714005785422/","$Infinity","51%","0","0","marketing; reels"
"https://www.upwork.com/jobs/Spanish-Teacher-from-Spain-Europe_~021927185432025897744/","$Infinity","52%","0","0","marketing; social media; go high level"
"https://www.upwork.com/jobs/Senior-Remote-Tax-Financial-Reporting-Accountant-Australian-Clients_~021927150746426742825/","$4.505505055020202e+108","75%","0","0","marketing; branding; reporting"
"https://www.upwork.com/jobs/Spanish-Teacher-from-Mexico_~021927171405791351344/","$Infinity","52%","0","0","marketing; social media; go high level"
"https://www.upwork.com/jobs/Commission-Based-Client-Finder-for-Virtual-Assistant-Business_~021927171577271274318/","$1.4505505055020243e+121","63%","0","0","branding"
"https://www.upwork.com/jobs/Cold-calling-sales-outreach-Thailand_~021927207090683046441/","$4.505505055020252e+30","50%","0","0","marketing"
"https://www.upwork.com/jobs/Need-passionate-viral-content-creator-marketer-for-our-mobile-app_~021927143016271434288/","$Infinity","60%","0","0","marketing; social media"
"https://www.upwork.com/jobs/Booklet-Design-Using-DiscMakers-com-Template_~021927207114837314382/","$Infinity","100%","0","0","graphic design; photoshop"
"https://www.upwork.com/jobs/Content-writing-needed-for-construction-industry-civil-engineering_~021927157240292952910/","$Infinity","56%","0","0","social media; content writing; blog writing; article writing"
"https://www.upwork.com/jobs/Buy-Side-Quality-Earnings-QoE-Firm_~021927135602440280848/","$Infinity","61%","0","0","marketing; ppc; graphic design; seo; reporting"
"https://www.upwork.com/jobs/need-Mexican-for-picture-collection-project_~021927135059534138190/","$Infinity","37%","0","0","marketing; poster"
"https://www.upwork.com/jobs/Sales-representatives-and-telemarketing_~021927133888933980713/","$Infinity","77%","0","0","marketing; google ads"
"https://www.upwork.com/jobs/Female-Actor-Needed-for-UGC-Mom-Content_~021927133173355256592/","$2.2025202510800086e+24","38%","0","0","social media"
"https://www.upwork.com/jobs/Lifestyle-Photographer-for-TCG-Brand-Willing-Travel-Shops-Cafes-Homes_~021927132007768815868/","$Infinity","41%","0","0","graphic design; illustrator"
"https://www.upwork.com/jobs/Seeking-GA4-Analytics-Expert-Define-Implement-Key-Tracking-for-migraine-App_~021927129656054238030/","$Infinity","70%","0","0","figma; wordpress; google analytics; ga4; google tag manager"
"https://www.upwork.com/jobs/Operations-Coordinator-for-Fast-Growing-Ecom-Brand_~021927126430441524046/","$Infinity","30%","0","0","video editing; shopify; seo; reporting"
"https://www.upwork.com/jobs/Full-online-presence_~021927126244457323280/","$Infinity","62%","0","0","marketing; social media; canva; video editing; landing page; seo; crm"
"https://www.upwork.com/jobs/Personal-Finance-Editor-and-Proofreader-Needed-Canada-creditcards_~021927125401553587022/","$Infinity","55%","0","0","marketing"
"https://www.upwork.com/jobs/Savvy-Virtual-Assistant-Wanted-Help-Entertainer-Get-Noticed_~021927124604816910889/","$Infinity","34%","0","0","google ads; poster; illustrator; wordpress; elementor; woocommerce; seo"
"https://www.upwork.com/jobs/Proofreader-spelling-and-sentence-structure-for-mathematics-textbook-german_~021927123808225205008/","$Infinity","100%","0","0","web design"
"https://www.upwork.com/jobs/Chinese-and-English-speaking-Outbound-phone-calls-gather-info_~021927119660834868046/","$Infinity","64%","0","0","marketing"
"https://www.upwork.com/jobs/Assist-ncia-para-Cadastro-ERP-Olist_~021927119325567372110/","$4.505505055020252e+66","39%","0","0","figma"
"https://www.upwork.com/jobs/Review-and-Sign-expert-opinion-letter-Fitness-and-wellness-expert-with-Masters-PhD_~021927118834892526128/","$Infinity","100%","0","0","graphic design"
"https://www.upwork.com/jobs/Pinterest-Ads-Shop-Setup-for-Reverie_~021927118317688703822/","$Infinity","50%","0","0","marketing; social media; shopify; google analytics"
"https://www.upwork.com/jobs/Full-Time-Virtual-Assistant-Project-Manager-Marketing-Experience-Preferred_~021927115380090084112/","$Infinity","65%","0","0","marketing; social media; branding; shopify; web design"
"https://www.upwork.com/jobs/Reel-Creator-for-Art-Brand-UGC_~021927111321006625328/","$Infinity","59%","0","0","social media; graphic design; canva; photoshop; illustrator; video editing; reels; shopify"
"https://www.upwork.com/jobs/Are-You-Seasoned-Admin_~021927108457802373904/","$Infinity","33%","0","0","marketing; social media; ppc; seo; copywriting; gohighlevel; crm"
"https://www.upwork.com/jobs/Are-You-Experienced-Sales-Assistant_~021927107883405024016/","$Infinity","33%","0","0","marketing; social media; ppc; seo; copywriting; gohighlevel; crm"
"https://www.upwork.com/jobs/Book-Publishing-Consultant-Needed-for-Best-Seller-Strategy_~021927102758100128304/","$Infinity","66%","0","0","marketing; content writing; copywriting"
"https://www.upwork.com/jobs/Head-Business-Development_~021927101249274761776/","$Infinity","64%","0","0","marketing; crm"
"https://www.upwork.com/jobs/Experienced-ERPNext-Bookkeeper-German-GmbH_~021927100247968566094/","$Infinity","48%","0","0","social media"
"https://www.upwork.com/jobs/Senior-Media-Buyer-Meta-Facebook-Instagram-Ads_~021927098769350578736/","$Infinity","63%","0","0","marketing; performance marketing; social media; facebook ads; google ads; canva; figma; wordpress; copywriting; ga4; go high level"
"https://www.upwork.com/jobs/Virtual-Assistant-for-Copywriter-Outreach-Engagement_~021927097279521213262/","$Infinity","42%","0","0","branding; logo design; video editing; copywriting"
"https://www.upwork.com/jobs/HubSpot-Quote-Expert_~021927097094866981424/","$Infinity","44%","0","0","seo"
"https://www.upwork.com/jobs/Sales-Copywriting-Specialist-Needed-Now_~021927096790197660201/","$Infinity","33%","0","0","marketing; social media; ppc; seo; content writing; copywriting; gohighlevel; crm"
"https://www.upwork.com/jobs/Costume-Illustrator-Needed-for-Film-Short_~021927095156519719472/","$Infinity","71%","0","0","illustrator"
"https://www.upwork.com/jobs/Advanced-WordPress-Form-Abuse-Tracking-FingerprintJS-GA4-Logging-Cloudflare_~021927093853185888816/","$Infinity","65%","0","0","wordpress; landing page; elementor; seo; google analytics; ga4; gtm; google tag manager; dashboard"
"https://www.upwork.com/jobs/Used-Vehicle-Acquisition-Assistant_~021927079944356436009/","$Infinity","35%","0","0","crm"
"https://www.upwork.com/jobs/FOOD-Wholesale-expert-for-B2B-Marketplace_~021927077236058810921/","$Infinity","79%","0","0","marketing"
"https://www.upwork.com/jobs/Expert-Ready-Mode-Specialist-for-DID-Management_~021927075984221915982/","$Infinity","45%","0","0","marketing; wordpress"
"https://www.upwork.com/jobs/Digital-Marketing-Graphics-Designer-Needed_~021927072848846187049/","$Infinity","34%","0","0","marketing; digital marketing; social media; ppc; graphic design; logo design; poster; photoshop; illustrator; web design; seo"
"https://www.upwork.com/jobs/Performance-Marketing-Specialist-Google-LinkedIn-Ads-Expert-for-B2B-Lead-Generation_~021927070374017356336/","$Infinity","81%","0","0","marketing; digital marketing; performance marketing; google ads; ppc; wordpress; landing page; seo; on-page; google analytics; reporting; dashboard"
"https://www.upwork.com/jobs/Creative-Designer_~021927066122066840398/","$2.2025167007051203e+28","40%","0","0","facebook ads; graphic design; canva; shopify"
"https://www.upwork.com/jobs/Autofill-Contact-Information-Capacitor-iPhone-App-Form_~021927064110922865424/","$Infinity","44%","0","0","google ads; figma; google analytics"
"https://www.upwork.com/jobs/Education-Affiliate-Marketing_~021927057378785028649/","$Infinity","100%","0","0","marketing"
"https://www.upwork.com/jobs/Stripe-Developer-Needed-for-Checkout-Funnel-with-Upsell-Integration_~021927056847197838096/","$Infinity","55%","0","0","google ads; shopify; woocommerce; gtm"
"https://www.upwork.com/jobs/Experienced-Tour-Guide-for-YouTube-Filming-South-Africa_~021927056271525419792/","$6.505505055020232e+111","54%","0","0","photoshop; video editing; after effects; motion graphics"
"https://www.upwork.com/jobs/Technical-Customer-Success-Manager_~021927053270216069680/","$Infinity","41%","0","0","marketing; wordpress"
"https://www.upwork.com/jobs/Administrative-Assistant-MCA-Loan-Processing-Loan-Support_~021927055038286797584/","$Infinity","63%","0","0","web design; crm"
"https://www.upwork.com/jobs/Instagram-Reels-Help_~021927052149704288809/","$130202520255000","100%","0","0","photoshop; reels; after effects; premiere pro"
"https://www.upwork.com/jobs/RON-Notaries-Needed-for-PandaDoc-Services_~021927051689580022606/","$Infinity","100%","0","0","graphic design; content writing"
"https://www.upwork.com/jobs/Closer-Dispositions-Manager_~021927050048742759184/","$Infinity","31%","0","0","wordpress; crm"
"https://www.upwork.com/jobs/Remote-Team-Photo-Creation_~021927047056576991792/","$Infinity","50%","0","0","graphic design; photoshop; google analytics; google tag manager"
"https://www.upwork.com/jobs/Digital-Marketing-Specialist-for-Google-Ads-and-Meta-Campaigns_~021927044751630408464/","$5.505505055020242e+132","30%","0","0","marketing; digital marketing; google ads; ppc; graphic design; landing page; google analytics; google tag manager; reporting"
"https://www.upwork.com/jobs/Twitter-Ads-Consultant_~021927042354271474224/","$Infinity","65%","0","0","marketing; social media; google ads; seo; local seo"
"https://www.upwork.com/jobs/Design-Bilingual-Responsive-Animated-Email-Signature-Template_~021927042125254085454/","$Infinity","44%","0","0","social media; graphic design; photoshop; illustrator"
"https://www.upwork.com/jobs/Executive-Assistant-Virtual-Assistant-for-Department-Meetings_~021927041848413246000/","$Infinity","37%","0","0","marketing; digital marketing; video editing; reporting; dashboard"
"https://www.upwork.com/jobs/Short-Form-Video-Director-Editor-for-TikTok-Project_~021927038686382713385/","$1202511680079039","50%","0","0","video editing; after effects; premiere pro"
"https://www.upwork.com/jobs/Social-Media-Designer-Bilingual-Arabic-English-Experience-Trading-Industry-Preferred_~021926993104082752706/","$Infinity","58%","0","0","marketing; social media; graphic design; branding; photoshop"
"https://www.upwork.com/jobs/Podcast-Editing-Tutor-Needed-Techniques-for-Multi-Camera-and-Audio-Syncing_~021927035388061739561/","$4.202520252400041e+53","43%","0","0","video editing; premiere pro; motion graphics"
"https://www.upwork.com/jobs/shea-coffee-video_~021927034394568805198/","$7.505502024202435e+40","54%","0","0","social media; branding"
"https://www.upwork.com/jobs/Native-English-Expert-For-Youtube-Needed_~021927033316326494768/","$Infinity","42%","0","0","content writing; copywriting"
"https://www.upwork.com/jobs/Adapt-Bold-True-Story-into-Novel-and-Full-Length-Film-Arabic_~021927032962290370906/","$3.202520253550406e+51","36%","0","0","content writing"
"https://www.upwork.com/jobs/TikTok-Live-Host-Seller-Natural-Wellness-Brand-Freelance-Remote_~021927032960985058126/","$5.505505055020253e+46","58%","0","0","marketing; social media"
"https://www.upwork.com/jobs/Environment-Blueprint-Coach-Live-Session-for-Map-Optimization-Navigation-Setup_~021927029998129441321/","$Infinity","43%","0","0","marketing; wordpress"
"https://www.upwork.com/jobs/German-speaking-YouTube-Video-Editor-with-After-Effects-Expertise_~021927028818170960560/","$Infinity","100%","0","0","canva; video editing; after effects; premiere pro; wordpress"
"https://www.upwork.com/jobs/Automated-clinical-coding-from-French-medical-notes_~021927026428170113582/","$Infinity","79%","0","0","wordpress"
"https://www.upwork.com/jobs/Creative-Content-Associate_~021927026061880889016/","$7.505504954920252e+98","38%","0","0","marketing; social media; graphic design; poster; canva; figma; video editing; premiere pro; motion graphics; landing page; web design; seo; local seo"
"https://www.upwork.com/jobs/300-USD-per-video-Photography-filmmaker-Our-Camera-Photography-Pro_~021915418689932435369/","$Infinity","64%","0","0","video editing"
"https://www.upwork.com/jobs/Looking-for-YouTube-video-editor-join-agency_~021927021825479966146/","$4.505505055020242e+59","34%","0","0","graphic design; poster; video editing; reels; after effects; premiere pro; motion graphics"
"https://www.upwork.com/jobs/Proven-Automated-Trading-System-for-Bybit-BTC-API-Weeks-Profit-Weekly-ROI_~021927021000538754744/","$Infinity","35%","0","0","google ads; wordpress; landing page; seo"
"https://www.upwork.com/jobs/YouTube-Video-Editor-for-Growing-Content-Agency-Premiere-Pro-After-Effects-Expert_~021927019951584271024/","$4.505505055020242e+59","34%","0","0","graphic design; poster; video editing; after effects; premiere pro; motion graphics"
"https://www.upwork.com/jobs/Seeking-UGC-Video-Creator-USA-for-Jewelry-Brand_~021927014613206465986/","$Infinity","60%","0","0","social media; graphic design; video editing; reels; web design"
"https://www.upwork.com/jobs/Tutoring-2020-Design-Software-for-Remodeling-Business_~021927013827935638062/","$3.50550202320244e+53","75%","0","0","wordpress"
"https://www.upwork.com/jobs/HELP-WANTED-Facebook-Video-Designer_~021927013822095771994/","$Infinity","61%","0","0","marketing; social media; graphic design; motion graphics"
"https://www.upwork.com/jobs/Looking-for-Independent-Professional-with-Strong-Fashion-Media-Connections_~021927012567227862712/","$Infinity","88%","0","0","social media; logo design; video editing; content writing; reporting"
"https://www.upwork.com/jobs/Experienced-Videographer-Needed-for-Event-Malaga-July-2025_~021927000499467929946/","$Infinity","97%","0","0","google ads; ppc; video editing; seo"
"https://www.upwork.com/jobs/YouTube-Content-Specialist-Part-Time_~021926998294847323586/","$Infinity","100%","0","0","facebook ads; graphic design; canva; photoshop; seo"
"https://www.upwork.com/jobs/Advertisement-compliance-checking_~021926995985608296794/","$Infinity","84%","0","0","google ads; reels"
"https://www.upwork.com/jobs/Cold-Email-Outreach-Expert-Generate-Quality-Leads-Drive-Sales_~021926995454010363576/","$3.505505055020242e+79","34%","0","0","marketing; copywriting; crm; reporting"
"https://www.upwork.com/jobs/Direct-Response-Video-Editor_~021926994760271743322/","$Infinity","40%","0","0","marketing; video editing; gtm"
"https://www.upwork.com/jobs/Skilled-Webflow-Developer-Needed-for-Long-Term-Partnership_~021926990698220387778/","$15055020252025500000","40%","0","0","web design; web development; seo"
"https://www.upwork.com/jobs/Technical-Recruiter-for-Edge-Powered-SaaS-Startup-Cloudflare-Workers-Next_~021926987704535907778/","$Infinity","90%","0","0","marketing; social media; reporting"
"https://www.upwork.com/jobs/Tik-tok-posting-consulting-and-analysis_~021926984952962125496/","$Infinity","81%","0","0","marketing; social media"
"https://www.upwork.com/jobs/TikTok-Social-Media-Managers-Wanted_~021926984839171964354/","$Infinity","38%","0","0","marketing; social media"
"https://www.upwork.com/jobs/Build-high-converting-sales-funnels-using-Funnelish_~021926982257521281370/","$2.2025206500105613e+32","34%","0","0","marketing; facebook ads; canva; shopify; landing page; copywriting"
"https://www.upwork.com/jobs/Bilingual-Sales-Closer-English-Spanish-Real-Estate-SaaS-MLS-Platform_~021926981465033445048/","$2105102025202570000","67%","0","0","marketing"
"https://www.upwork.com/jobs/Funnel-Operations-Assistant-Tech-Savvy-Detail-Oriented-Profit-Share-Only_~021926980542512061104/","$Infinity","94%","0","0","marketing; social media; wordpress; landing page; elementor"
"https://www.upwork.com/jobs/Representation-Portugal-for-Closed-Company_~021926980357001499842/","$Infinity","80%","0","0","shopify; crm"
"https://www.upwork.com/jobs/Strategic-Consultant-for-Distribution-Business-Zurich_~021926980088996855234/","$Infinity","72%","0","0","wordpress"
"https://www.upwork.com/jobs/Skilled-Gamer-Video-Editor-for-Viral-Shorts-Fully-Remote_~021926979972516838850/","$Infinity","34%","0","0","video editing; after effects; premiere pro"
"https://www.upwork.com/jobs/Recruiter_~021926979368860024258/","$Infinity","44%","0","0","marketing"
"https://www.upwork.com/jobs/European-Journalist-Needed-for-Article-Cleaning-Service-App_~021926972641389346242/","$12025202510000","50%","0","0","seo; content writing; article writing"
"https://www.upwork.com/jobs/Expert-Python-uiautomator2-Dev-for-Driven-Tinder-App-Automation-Challenging_~021926968315319241050/","$Infinity","54%","0","0","marketing; social media"
"https://www.upwork.com/jobs/Fashion-Content-Creator-with-Flair-Experience-for-Hat-Brand_~021926964559900868034/","$Infinity","37%","0","0","marketing; social media; graphic design; branding; shopify; google analytics"
"https://www.upwork.com/jobs/Seeking-Sponsorship-Coordinator-for-Startup_~021926963095245716930/","$Infinity","37%","0","0","marketing; crm"
"https://www.upwork.com/jobs/SEO-Copywriter-Finnish-iGaming_~021926962430083628482/","$Infinity","100%","0","0","seo; content writing; copywriting; website content; article writing"
"https://www.upwork.com/jobs/Automation-Expert-Needed-for-Complex-Web-Platform-Interaction-Node_~021926961044282594498/","$Infinity","54%","0","0","marketing; social media"
"https://www.upwork.com/jobs/D365-Bookkeeping-Support-Needed-based-Australia-preferably-Sydney_~021926960529300553154/","$Infinity","40%","0","0","social media; reporting"
"https://www.upwork.com/jobs/Draftsperson-Needed-for-Minimal-Contemporary-Tree-Installations_~021926956133228252856/","$9.505502024202536e+50","44%","0","0","graphic design"
"https://www.upwork.com/jobs/Trello-Project-Automation-Specialist-Needed_~021926954607901498032/","$Infinity","83%","0","0","marketing; social media"
"https://www.upwork.com/jobs/Create-Android-and-iPhone-Tutorials-for-YouTube_~021926954477759989691/","$Infinity","53%","0","0","wordpress; web design"
"https://www.upwork.com/jobs/AppsFlyer-Expert-Needed-for-Tracking-Issue-Resolution_~021926952772056939970/","$1.505505055020252e+23","50%","0","0","marketing; google analytics; reporting"
"https://www.upwork.com/jobs/Looking-for-spokesperson-for-bottle-product_~021926950846517037402/","$Infinity","47%","0","0","google ads; seo"
"https://www.upwork.com/jobs/TikTok-Digital-Marketing-Specialist-Organic-Paid-Certified-Expert_~021926950753832702510/","$Infinity","84%","0","0","marketing; digital marketing; social media; facebook ads; video editing; shopify"
"https://www.upwork.com/jobs/Funnelkit-set-ASAP_~021926948791452728770/","$Infinity","57%","0","0","google ads; elementor; woocommerce"
"https://www.upwork.com/jobs/Title-Freelance-Recruiter-Recruitment-Agency-needed-the-Philippines_~021926946078207802818/","$Infinity","34%","0","0","marketing"
"https://www.upwork.com/jobs/Native-German-Sales-Closer-Fluent-Italian-B2B-Industrial-Leads_~021926939908502752952/","$1.3505505055020243e+105","100%","0","0","marketing"
"https://www.upwork.com/jobs/Seeking-Cat-Models-for-Floor-Ceiling-Cat-Tree-Photos-and-Videos_~021926938346379626842/","$1202410120013264","100%","0","0","photoshop"
"https://www.upwork.com/jobs/are-looking-for-typographer_~021926934460559036088/","$Infinity","93%","0","0","graphic design"
"https://www.upwork.com/jobs/PTC-Windchill-Integration-Developer_~021926930042561527234/","$Infinity","86%","0","0","motion graphics"
"https://www.upwork.com/jobs/Recreate-Dribble-Graphic-For-Google-Play-Store_~021926927369563097434/","$Infinity","100%","0","0","google ads; graphic design; ga4; google tag manager"
"https://www.upwork.com/jobs/Backend-Developer-Elasticsearch-Estuary-Flow-for-Dynamic-Form-Based-Search-System_~021926926272634259387/","$Infinity","51%","0","0","figma"
"https://www.upwork.com/jobs/B2B-Public-Relations-South-Africa_~021926926004863143608/","$Infinity","70%","0","0","shopify"
"https://www.upwork.com/jobs/Savvy-Virtual-Assistant-Wanted-Help-Entertainer-Get-Noticed_~021926925739176263106/","$Infinity","34%","0","0","google ads; poster; illustrator; wordpress; elementor; woocommerce; seo"
"https://www.upwork.com/jobs/Savvy-Virtual-Assistant-Wanted-Help-Entertainer-Get-Noticed_~021926925271899392346/","$Infinity","34%","0","0","google ads; poster; illustrator; wordpress; elementor; woocommerce; seo"
